TF-IDF-TSVD_1,TF-IDF-TSVD_2,TF-IDF-TSVD_3,TF-IDF-TSVD_4,TF-IDF-TSVD_5,TF-IDF-TSVD_6,TF-IDF-TSVD_7,TF-IDF-TSVD_8,TF-IDF-TSVD_9,TF-IDF-TSVD_10
0.06105139205639904,-0.010225348372755379,-0.002862844303741415,-0.016986746241358597,0.014506809305468936,0.0016693023306568828,0.006764805348286463,0.0033062757855465193,-0.010001059331046102,0.020080744257207933
0.01931218248683202,-0.003994609212602306,-0.0029377287816660623,-0.005570930374803735,0.0026577776690270964,0.004476308819831948,0.0016877983298181813,4.502550226572594e-05,-0.0015020707774773575,0.008907882021137917
0.06668425257791531,-0.014741783876351992,-0.021416906929186963,-0.023981886345290717,-0.0194456709800996,-7.963510421190602e-05,-0.0017896995473780835,0.022230988397273613,-0.04181738456017638,0.011992810846736828
0.06855527699435388,-0.02322969997350056,-0.013851711503453967,-0.010425317125707545,-0.018629081526801892,-0.040270824420994916,-0.01052277494584922,0.009799954361291068,-0.027819616543248625,-0.001595920247030879
0.0282997296128139,-0.010437908902569201,-0.004104935375797328,0.0002405771123430417,-0.0024865158009167517,-0.005079228180078706,-0.004719735511274083,0.013782274791383694,-0.01529388992091842,0.007610837976302412
0.08385701391453237,-0.02730328806934707,-0.015707641812473333,-0.02994172584442239,-0.013641099375465824,-0.015255567426511697,-0.0007433383932554424,-0.0024308518317505256,-0.015194344023032366,0.007742434202747782
0.0505760364483121,0.0014131549509523236,-0.008389099800708651,-0.022185605524557922,0.021455045194666383,0.023655203092227045,-0.03024597816385789,-0.00918299315876289,-0.011359341084704162,0.018354626420757608
0.01948506971158152,-0.007450311927109824,-0.008569701942040278,-0.004482827360432943,-0.005996753695108064,0.0006791040801790803,-0.005005585943238591,-0.0034818268485375626,-0.017412380148947883,0.0009464963476283315
0.11870601076788025,-0.02583669747665751,-0.018257329811684906,-0.01726988781820571,0.08613868704803407,0.04739463366982406,-0.03505857069669968,0.04254487770846023,-0.07170300280891916,0.007618297177811798
0.013878520404848382,-0.002372747226884182,-0.004188658755017273,-0.0016432539218982475,-0.0008591771491188341,-0.0067128977398847045,-0.0015826614777698976,0.00023450983882228606,-0.0028930837220180194,-0.000342171525393106
0.08461035219046315,0.0005844949012375239,-0.01653386129079319,-0.02424577289863493,0.1798088986807632,-0.024579122120035508,-0.07613704630075945,-0.12176718231520266,0.17218184492801503,0.09236567485771037
0.02077446871663926,0.004252221172826985,0.007047927159889762,-0.010421486952158544,0.009271527034251277,-0.004765425046584825,-0.007406390156051153,-0.015351406286107698,0.007893400124648411,0.007179543114688454
0.06823261910540081,-0.013730317675601988,-0.018162130088779285,-0.0035361893004686455,0.005624609823595241,-0.07630996898742035,-0.03845908394960698,-0.05757327149514296,-0.006273324526432441,-0.014958161600898833
0.045270147982390894,-0.01565374589145531,-0.004267579367096773,-0.008614970911651233,-0.026333532259969514,0.009061713194888464,0.00052945990813528,0.0026594072458912404,-0.026332701819530478,0.001106058502199993
0.021495723391976182,-0.00779213031227248,-0.0053425752657830115,-0.011879223908246628,0.006400981914999179,-0.005364546403993549,-0.00723208753181977,0.010455864650589154,-0.027081171181321802,-0.0021238600178257586
0.047783985523205244,-0.017700235589724337,-0.011086400700892484,-0.02516518724234037,0.012307324629017619,-0.03176692892526693,0.01253801450102161,0.005316513466516397,-0.0006827705253090591,-0.03152091571765588
0.08815558428128474,-0.004345232041931134,-0.0010119109584653073,-0.005411913139568794,0.11191947682879536,0.07068260550345043,-0.03295050389201739,0.004684596163937611,-0.06185492044456935,-0.015619453353955294
0.058519217097235,-0.018719611005763234,-0.01753913981601698,-0.019818644949759653,0.014880712928633362,-0.09416499780063702,-0.06393960907918171,-0.03261292886532079,-0.03132811211399134,0.0032763402834608216
0.07105750359748061,-0.018833034367617973,-0.015703483586487866,-0.04083327667683262,0.016601015542604132,-0.029131296955849734,0.05634031684861069,0.036241451910152676,0.013192450616758977,-0.01818105663058632
0.053189976338741236,-0.014713401910260175,-0.020027229108766045,-0.01509712564718724,-0.01690125139968616,-0.022026250717611495,-0.026362175052944012,0.018469423334614193,-0.028904482036833205,0.006830161809973031
0.013835088080600797,-0.003733034360234535,-0.0030282797943462737,-0.001125605186634376,0.00135617098726626,0.0007476637056244538,0.0014424953340182167,-0.0030553850253146105,-0.006181746598334261,0.0021597481504491587
0.0483252014038216,-0.014812770700177851,-0.011628151639852955,-0.01731016998299836,-0.0020308268666283285,0.0031755529754709374,-0.006846398529230418,-0.0004648157058607718,-0.010900004973864254,-0.002284545740046776
0.01453637347680577,-0.0019065189491679364,-0.004049878629697849,-0.004596702186080053,-0.006262473425707391,-0.003565521162265178,-0.008532052314996746,0.00657652762236551,-0.01599776406644838,0.0010638411691861218
0.054844797168459275,-0.010821921179047416,-0.03152568908754927,0.059824345069705395,-0.0008343190664724713,-0.0165071418592026,-0.006555294553256883,-0.008489547014445634,-0.010703994524317325,-0.004254801552378494
0.014051588353349964,-0.0034451846145891235,-0.003685956044982408,-0.003308860509380323,0.0007252533012837313,-0.00021203551876636977,-0.00040781650219169044,0.0024518280174403726,-0.0023318505066844777,0.005442823189249067
0.07904706731881259,-0.026627738286560662,-0.017042274542960745,-0.022706447616419802,-0.023639511694741443,0.010748690855976548,-0.005547436680187994,0.0037408125721271075,0.001740762690146278,-0.0009433166800903198
0.07962923451595431,0.07559569409508196,-0.0035609323922776285,-0.014717641277788077,0.0009103715234847857,0.010090249933083637,0.0031107144820100552,0.003993368435878164,-0.013492034641026449,0.011956278229507152
0.05764482989089355,-0.0048387793523961215,-0.007748036024220412,-0.017389483041267795,-0.0008833013367233469,0.003588178064893932,-0.005950879793407455,-0.015242100577434038,-0.0004375065936694267,0.002871920492055459
0.012922797506388185,-0.0037888333080186246,-0.0024036512972168563,-0.0030651406373571866,-0.0030213458626078223,0.0005848025608574618,-0.0014547780536172824,0.001063511044113963,-0.0008148991233592646,0.0026506081991575794
0.05244683476051143,-0.012640609492641595,-0.03630138635430233,0.05255666738073309,-0.01864323084080753,0.011706516097668727,0.02411932490470774,-0.0023403807384568404,-0.005040346177282254,0.036544337158286457
0.015011076254208713,-0.0031241157830837847,-0.00442996439999991,-0.007212600281889265,-0.0018294608280912852,0.0011076784461261009,0.000936200194859653,-0.0014486150238671087,-0.006258887549534654,0.00480313384765805
0.06817250785530549,-0.00957480228570396,-0.02850244686293102,0.020519642073659746,0.0064247798592842915,-0.010906493697686315,0.01537650655274956,-0.013647499395757016,-0.027343652034269795,0.029417854692114713
0.06396648002233812,-0.01048897718680318,-0.009560266795110727,-0.014529380299803963,0.0010923862673862163,0.007651951057659767,-0.013912545246701461,-0.01103277907781138,-0.018025848315934827,0.050162999545748335
0.01061438413031546,-0.005397314009552283,-0.004850246658734222,-0.0009681554736808803,-0.0059294000516780555,0.0016323106553727857,0.004785823144212933,-0.008002200751835688,0.001123618805462079,0.0036525642017910774
0.07862755503976891,-0.034226542342562734,0.13304731103621167,0.09298927438319908,-0.021021370509319817,0.014153604288863052,0.03241406861505972,-0.006114041877705133,-0.01818238387775221,0.04168536093264163
0.06844538390967703,-0.004533609354069299,-0.014066986111291972,0.00015511578849178092,0.004876052809480424,0.002798322364421235,-0.02105093692482888,0.0001819490036186277,-0.04352910676162142,0.09242722308495646
0.043701353463331614,-0.012630035959286787,-0.029063896661825687,0.03759789118418014,-0.024997597785908255,0.027829789234505787,0.025053649896271478,0.006146918980194869,0.0010044447220987692,0.03427851340818432
0.05804749588608315,-0.013085470315500732,-0.01722310156721148,-0.009306190838432201,0.014825016443639042,-0.05670255125205202,-0.029722003750721496,-0.015519325405365105,-0.010654149901159602,-0.0004806773906188298
0.019943109579257406,-0.0064513549028357466,-0.002593089194248324,-0.00657435884894315,-0.0022801639310437364,0.00015593381163816198,-0.005888500657412492,0.005327874121878018,-0.003853156014666447,0.01818203800515137
0.0604005143416102,-0.008906146554238806,-0.005517002309807695,-0.015045477210146239,0.0063316774481376095,0.0006296739447146204,-0.0032318554348937083,0.005802624671045363,-0.022388825640983694,0.019928031367475216
0.03540908359697711,-0.00946295262000238,-0.010116753512818748,-0.006446202348065588,0.003558617286471141,-0.014170669931690957,0.015310029709563081,-0.009179608749854667,-0.004304956703120869,0.009945234207083608
0.029921092953213296,-0.011316095892157835,-0.007575561049597347,-0.008931527113352461,-0.01548012431915886,0.0037167766137951655,-0.00413865169579353,0.00691126868611472,-0.01130121234905911,0.01172554075452696
0.0566994393773896,-0.017688317624883994,-0.009012854532806846,-0.009654900639586215,-0.027532453605167154,0.02618750719581292,-0.006993520653682009,0.0016266245831151101,-0.022190636512082168,0.002578632723201822
0.02842314007775662,-0.005993796804646595,-0.004176804185196606,-0.01048208083287063,-0.007439006951148979,-0.004329333017588032,0.002910022455564653,0.00035374749099944245,-0.004198371315016891,-0.004235272105218479
0.1287291647269529,-0.006356921267653923,-0.09678446007941087,0.2433852373223098,0.0017928294289977949,-0.0021644804515205144,0.03790581077296387,-0.031988739295352765,-0.042185790167609226,0.10670503584827587
0.038116822637252544,-0.003295714967498154,-0.0035253509726912236,-0.00653562195237464,0.01442566359180425,-0.012396237470570604,-0.01810810578424059,-0.0033648235957195304,0.008134014916939394,-0.009728497779253362
